	Аахен		Аахенъ
 	обменные		обмѣнные, обмѣнныя	 
 	обменный		обмѣнный, обмѣннаго	 
 	обменщик		обмѣнщикъ	 
 	обменянный		обмѣнянный	 
 	обменять		обмѣнять, обмѣняться	 
 	обмереть		обмереть	 
 	обмерзать		обмерзать	 
 	обмёрзший		обмёрзшій	 
 	обмерить		обмѣрить, обмѣряетъ	 
 	обмётанный		обмётанный	 
 	обметённый		обметённый	 
 	обмёточный		обмёточный	 
 	обмирщение		обмірщеніе	 
 	обмолоченный		обмолоченный	 
 	обморожение		обмороженіе, обмороженіемъ	 
 	обмороженный		обмороженный	 
 	обмоченный		обмоченный	 
 	обнадёжить		обнадёжить	 
 	обнажение		обнаженіе	 
 	обнажённый		обнажённый	 
 	обнародовать		обнародовать, обнародывать	 
 	обнаружение		обнаруженіе	 
 	обнёс		обнёсъ	 
 	обнесём		обнесёмъ	 
 	обнесение		обнесеніе	 
 	обнесённый		обнесённый	 
 	обнимать		обнимать	 
 	обнищать		обнищать	 
 	обновление		обновленіе	 
 	обновлённый		обновлённый	 
 	обношенный		обношенный	 
 	обнулённый		обнулённый	 
 	обобщение		обобщеніе	 
 	обобщённый		обобщённый	 
 	обобществлённый		обобществлённый	 
 	обобьётся		обобьётся	 
 	обовьёшься		обовьёшься	 
 	обогатеть		обогатѣть	 
 	обогащение		обогащеніе	 
 	обогащённый		обогащённый	 
 	обогнёшь		обогнёшь	 
 	обоготворённый		обоготворённый	 
 	обогреться		обогрѣться	 
 	ободрение		ободреніе	 
 	ободрённый		ободрённый	 
 	обоеполый		обоеполый	 
 	обожаемый		обожаемый, обожаемаго	 
 	обожает		обожаетъ, обожаете, обожаемъ, обожаешь	 
 	обожание		обожаніе	 
 	обождёшь		обождёшь, обождите	 
 	обожествлённый		обожествлённый	 
 	обожжённый		обожжённый	 
 	обожжёшься		обожжёшься	 
 	обожмётся		обожмётся	 
 	обожнётся		обожнётся	 
 	обожрётся		обожрётся	 
 	обоз		обозъ	 
 	обозлённый		обозлённый	 
 	обозначение		обозначеніе	 
 	обозначить		обозначить	 
 	обозреватель		обозрѣватель	 
 	обозрение		обозрѣніе	 
 	обозримое		обозримое	 
 	обоев		обоевъ	 
 	обоего		обоего	 
 	обоим		обоимъ	 
 	обоими		обоими	 
 	обоих		обоихъ	 
 	обойдённый		обойдённый	 
 	обойдёт		обойдётъ	 
 	обойма		обойма, въ обоймѣ	 
 	обоймёт		обоймётъ	 
 	обойти		обойти	 
 	обокраденный		обокраденный, обкраденный	 
 	Оболенский		Оболенскій	 
 	оболжёшь		оболжёшь	 
 	оболочка		оболочка	 
 	обольёшься		обольёшься	 
 	обольститель		обольститель	 
 	обольщение		обольщеніе	 
 	обольщённый		обольщённый	 
 	обомлевшего		обомлѣвшаго	 
 	обомлевшее		обомлѣвшее	 
 	обомлевшие		обомлѣвшіе, обомлѣвшія	 
 	обомлевший		обомлѣвшій, обомлѣвшаго	 
 	обомлеешь		обомлѣешь, обомлѣетъ, обомлѣемъ, обомлѣютъ	 
 	обомлел		обомлѣлъ, обомлѣла, обомлѣли	 
 	обомлеть		обомлѣть	 
 	обомлею		обомлѣю	 
 	обомнёшь		обомнёшь	 
 	обомрёшь		обомрёшь	 
 	обоняние		обоняніе	 
 	обопрёшься		обопрёшься	 
 	обопьёшься		обопьёшься	 
 	оборачивается		оборачивается	 
 	оборванец		оборванецъ	 
 	оборвёшься		оборвёшься	 
 	оборвыш		оборвышъ	 
 	оборонённый		оборонённый	 
 	оборот		оборотъ, оборотѣ	 
 	оборотень		оборотень, оборотни въ погонахъ	 
 	оборудование		оборудованіе	 
 	обосновать		обосновать, обоснуетъ, обоснуешь, обоснуемъ, обосную	 
 	обособленность		обособленность	 
 	обострение		обостреніе	 
 	обострённый		обострённый	 
 	оботрёмся		оботрёмся	 
 	обочтёмся		обочтёмся	 
 	обочтёшься		обочтёшься	 
 	обошёл		обошёлъ	 
 	обошёлся		обошёлся	 
 	обошьётся		обошьётся	 
 	обошьёшь		обошьёшь	 
 	обоюдный		обоюдный	 
 	обрабатывать		обрабатывать и обработывать	 
 	обрадовать		обрадовать	 
 	образ		образъ, въ образѣ	 
 	образец		образецъ, на образцѣ	 
 	образован		образованъ	 
 	образование		образованіе	 
 	образованность		образованность	 
 	образчик		образчикъ	 
 	обрамление		обрамленіе	 
 	обрамлённый		обрамлённый	 
 	обрастать		обрастать	 
 	обрастёшь		обрастёшь	 
 	обратитесь		обратитесь	 
 	обратиться		обратиться	 
 	обратно		обратно, обратное	 
 	обратного		обратнаго	 
 	обратное		обратное, обратнаго	 
 	обратные		обратные, обратныя	 
 	обращаем		обращаемъ, обращаетъ, обращаешь	 
 	обращаемое		обращаемое, обращаемый, обращаемая	 
 	обращаемся		обращаемся, обращается, обращаешься	 
